IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.74.34.38,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,127,10.85
47.236.165.25,8080,8080,FALSE,SIN,Asia Pacific,Singapore,23,10.85
47.245.42.210,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,87,10.85
47.74.13.94,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,99,10.85
8.219.174.213,2095,2095,FALSE,SIN,Asia Pacific,Singapore,5,10.84
47.236.171.20,8443,8443,TRUE,SIN,Asia Pacific,Singapore,189,10.84
8.219.230.254,2082,2082,FALSE,SIN,Asia Pacific,Singapore,17,10.84
47.236.79.87,2096,2096,TRUE,SIN,Asia Pacific,Singapore,87,10.84
47.74.8.238,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,178,10.83
8.222.221.109,2052,0,FALSE,SIN,Asia Pacific,Singapore,77,10.83
47.236.76.199,2086,2086,FALSE,SIN,Asia Pacific,Singapore,4,10.83
47.236.171.205,80,80,FALSE,SIN,Asia Pacific,Singapore,19,10.83
47.236.11.84,8443,8443,TRUE,SIN,Asia Pacific,Singapore,109,10.83
8.219.63.193,2053,2053,TRUE,SIN,Asia Pacific,Singapore,71,10.83
47.245.62.84,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,226,10.82
47.245.52.165,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,80,10.82
8.219.248.47,2083,2083,TRUE,SIN,Asia Pacific,Singapore,80,10.82
47.91.25.66,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,90,10.82
47.74.50.249,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,120,10.82
8.219.61.52,443,443,TRUE,SIN,Asia Pacific,Singapore,107,10.82
47.236.94.113,2086,2086,FALSE,SIN,Asia Pacific,Singapore,30,10.82
47.74.11.219,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,79,10.82
8.222.144.50,8880,8880,FALSE,SIN,Asia Pacific,Singapore,8,10.82
47.242.171.94,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,67,10.82
8.219.222.8,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,10.81
8.219.121.24,8080,8080,FALSE,SIN,Asia Pacific,Singapore,9,10.81
47.245.102.156,8080,8080,FALSE,SIN,Asia Pacific,Singapore,6,10.81
8.219.230.254,80,80,FALSE,SIN,Asia Pacific,Singapore,22,10.81
47.74.35.109,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,177,10.81
47.74.16.255,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,179,10.81
8.219.110.88,8443,8443,TRUE,SIN,Asia Pacific,Singapore,48,10.81
8.219.200.145,8880,8880,FALSE,SIN,Asia Pacific,Singapore,11,10.81
8.218.127.249,80,80,FALSE,HKG,Asia Pacific,Hong Kong,57,10.81
8.222.164.209,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,10.81
47.236.87.246,2087,2087,TRUE,SIN,Asia Pacific,Singapore,137,10.81
47.245.41.84,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,91,10.8
47.74.6.16,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,292,10.8
8.219.65.191,2096,2096,TRUE,SIN,Asia Pacific,Singapore,64,10.8
8.219.178.9,2095,2095,FALSE,SIN,Asia Pacific,Singapore,28,10.79
47.74.52.188,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,191,10.79
47.245.3.137,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,92,10.79
47.245.58.250,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,255,10.79
8.219.178.101,2087,2087,TRUE,SIN,Asia Pacific,Singapore,124,10.79
47.254.66.75,443,443,TRUE,SJC,North America,San Jose,174,10.79
47.245.107.174,2053,2053,TRUE,SIN,Asia Pacific,Singapore,116,10.79
47.236.104.123,8080,8080,FALSE,SIN,Asia Pacific,Singapore,59,10.78
8.218.143.10,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,68,10.78
47.245.42.162,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,204,10.78
8.222.221.86,2053,2053,TRUE,SIN,Asia Pacific,Singapore,96,10.78
47.236.158.158,8080,8080,FALSE,SIN,Asia Pacific,Singapore,30,10.78
8.219.201.245,443,443,TRUE,SIN,Asia Pacific,Singapore,151,10.77
47.245.10.123,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,139,10.77
47.245.29.64,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,189,10.77
47.236.12.73,8880,8880,FALSE,SIN,Asia Pacific,Singapore,138,10.76
8.219.196.24,80,80,FALSE,SIN,Asia Pacific,Singapore,30,10.76
8.219.156.148,2086,2086,FALSE,SIN,Asia Pacific,Singapore,7,10.76
47.245.26.167,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,75,10.76
8.219.186.189,2096,2096,TRUE,SIN,Asia Pacific,Singapore,159,10.76
8.219.40.37,2087,2087,TRUE,SIN,Asia Pacific,Singapore,163,10.76
47.74.5.99,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,208,10.75
8.219.67.133,2083,2083,TRUE,SIN,Asia Pacific,Singapore,75,10.75
47.236.94.113,2096,2096,TRUE,SIN,Asia Pacific,Singapore,125,10.75
47.236.83.239,8880,8880,FALSE,SIN,Asia Pacific,Singapore,32,10.75
47.236.149.107,2083,2083,TRUE,SIN,Asia Pacific,Singapore,197,10.75
8.219.206.53,2087,2087,TRUE,SIN,Asia Pacific,Singapore,108,10.75
47.74.45.143,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,200,10.75
8.222.221.197,8880,8880,FALSE,SIN,Asia Pacific,Singapore,4,10.75
47.236.161.155,80,80,FALSE,SIN,Asia Pacific,Singapore,25,10.75
47.74.18.121,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,217,10.74
47.74.6.16,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,228,10.74
47.236.144.196,80,80,FALSE,SIN,Asia Pacific,Singapore,13,10.74
47.245.58.175,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,134,10.74
8.222.229.102,8080,8080,FALSE,SIN,Asia Pacific,Singapore,4,10.74
8.219.124.227,2087,2087,TRUE,SIN,Asia Pacific,Singapore,113,10.73
47.245.34.36,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,226,10.73
47.245.38.233,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,105,10.73
8.219.153.44,8880,8880,FALSE,SIN,Asia Pacific,Singapore,21,10.73
8.218.146.204,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,42,10.73
47.74.13.200,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,86,10.73
47.74.46.84,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,163,10.73
8.222.180.242,2095,2095,FALSE,SIN,Asia Pacific,Singapore,3,10.72
8.219.43.243,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,10.72
47.74.41.87,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,102,10.72
47.245.90.176,2086,2086,FALSE,SIN,Asia Pacific,Singapore,17,10.72
47.74.26.196,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,286,10.72
8.219.12.152,2052,2052,FALSE,SIN,Asia Pacific,Singapore,6,10.72
8.219.197.111,443,443,TRUE,SIN,Asia Pacific,Singapore,61,10.72
8.222.208.38,2087,2087,TRUE,SIN,Asia Pacific,Singapore,146,10.72
8.219.103.126,2052,2052,FALSE,SIN,Asia Pacific,Singapore,5,10.71
47.236.144.208,2082,2082,FALSE,SIN,Asia Pacific,Singapore,80,10.71
8.219.228.186,2083,2083,TRUE,SIN,Asia Pacific,Singapore,169,10.71
8.209.243.172,80,80,FALSE,NRT,Asia Pacific,Tokyo,97,10.71
47.91.25.66,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,175,10.7
8.219.153.44,2082,2082,FALSE,SIN,Asia Pacific,Singapore,6,10.7
47.245.38.233,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,95,10.7
8.219.140.229,2053,2053,TRUE,SIN,Asia Pacific,Singapore,74,10.7
47.245.37.29,80,80,FALSE,NRT,Asia Pacific,Tokyo,76,10.7
47.74.5.150,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,210,10.69
47.245.84.124,2082,2082,FALSE,SIN,Asia Pacific,Singapore,3,10.69
47.254.66.75,80,443,TRUE,SJC,North America,San Jose,179,10.69
8.219.248.47,8080,8080,FALSE,SIN,Asia Pacific,Singapore,7,10.69
8.219.201.174,2053,2053,TRUE,SIN,Asia Pacific,Singapore,157,10.68
8.222.198.105,2083,2083,TRUE,SIN,Asia Pacific,Singapore,99,10.68
8.219.121.24,8443,8443,TRUE,SIN,Asia Pacific,Singapore,87,10.68
8.219.66.156,443,443,TRUE,NRT,Asia Pacific,Tokyo,88,10.68
47.245.52.240,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,145,10.68
8.219.172.128,2082,2082,FALSE,SIN,Asia Pacific,Singapore,25,10.68
47.245.57.38,80,80,FALSE,HKG,Asia Pacific,Hong Kong,173,10.68
8.222.147.203,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,10.68
47.74.0.183,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,169,10.68
8.219.73.21,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,10.68
8.209.243.172,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,83,10.68
47.245.37.37,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,153,10.67
8.209.246.24,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,76,10.67
47.74.26.131,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,197,10.67
8.219.253.185,8080,8080,FALSE,SIN,Asia Pacific,Singapore,12,10.67
47.74.6.233,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,84,10.67
47.236.163.95,80,80,FALSE,SIN,Asia Pacific,Singapore,32,10.67
8.218.126.53,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,42,10.67
47.74.16.255,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,144,10.66
8.222.219.252,8880,8880,FALSE,SIN,Asia Pacific,Singapore,11,10.66
47.245.37.12,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,97,10.66
47.245.84.155,2095,2095,FALSE,SIN,Asia Pacific,Singapore,9,10.65
8.219.208.69,2083,2083,TRUE,SIN,Asia Pacific,Singapore,110,10.65
47.74.43.95,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,120,10.65
8.222.214.231,8080,8080,FALSE,SIN,Asia Pacific,Singapore,4,10.65
8.219.40.37,8080,8080,FALSE,SIN,Asia Pacific,Singapore,12,10.64
47.236.144.156,8880,8880,FALSE,SIN,Asia Pacific,Singapore,11,10.64
8.219.93.5,8443,8443,TRUE,SIN,Asia Pacific,Singapore,63,10.64
8.219.126.3,2053,2053,TRUE,SIN,Asia Pacific,Singapore,108,10.64
8.219.115.215,2086,2086,FALSE,SIN,Asia Pacific,Singapore,13,10.64
47.245.84.124,8080,8080,FALSE,SIN,Asia Pacific,Singapore,7,10.64
8.219.121.87,2087,2087,TRUE,SIN,Asia Pacific,Singapore,77,10.64
47.245.15.39,80,80,FALSE,NRT,Asia Pacific,Tokyo,90,10.64
8.209.215.247,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,84,10.64
8.219.124.227,2086,2086,FALSE,SIN,Asia Pacific,Singapore,5,10.64
47.245.59.188,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,115,10.63
47.245.37.94,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,188,10.62
47.91.17.102,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,164,10.62
8.218.158.94,443,443,TRUE,HKG,Asia Pacific,Hong Kong,106,10.62
8.219.185.191,2053,2053,TRUE,SIN,Asia Pacific,Singapore,49,10.62
8.218.211.17,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,116,10.62
47.236.172.95,8080,8080,FALSE,SIN,Asia Pacific,Singapore,36,10.62
8.219.129.38,2053,2053,TRUE,SIN,Asia Pacific,Singapore,79,10.62
8.219.175.127,2083,2083,TRUE,SIN,Asia Pacific,Singapore,114,10.62
47.245.59.133,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,236,10.61
47.245.56.50,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,244,10.61
8.219.147.58,2082,2082,FALSE,SIN,Asia Pacific,Singapore,15,10.61
47.74.50.249,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,77,10.61
8.219.124.227,2083,2083,TRUE,SIN,Asia Pacific,Singapore,52,10.6
47.245.54.197,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,240,10.6
8.219.170.223,2087,2087,TRUE,SIN,Asia Pacific,Singapore,68,10.6
8.219.90.32,2052,2052,FALSE,SIN,Asia Pacific,Singapore,5,10.6
8.222.137.192,2095,2095,FALSE,SIN,Asia Pacific,Singapore,4,10.6
8.219.241.189,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,10.6
47.74.54.145,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,248,10.6
47.245.94.144,2095,2095,FALSE,SIN,Asia Pacific,Singapore,5,10.59
47.245.54.58,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,87,10.59
8.219.228.30,8080,8080,FALSE,SIN,Asia Pacific,Singapore,4,10.59
47.74.6.16,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,96,10.59
47.74.26.131,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,259,10.59
47.74.3.2,80,80,FALSE,NRT,Asia Pacific,Tokyo,88,10.58
47.245.11.108,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,75,10.58
47.245.59.243,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,81,10.58
47.74.16.255,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,224,10.58
47.236.180.51,8443,8443,TRUE,SIN,Asia Pacific,Singapore,173,10.58
47.245.59.243,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,81,10.58
8.219.193.202,2082,2082,FALSE,SIN,Asia Pacific,Singapore,12,10.58
47.245.59.244,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,92,10.58
47.236.169.236,80,80,FALSE,SIN,Asia Pacific,Singapore,25,10.58
8.219.245.232,8443,8443,TRUE,SIN,Asia Pacific,Singapore,118,10.57
47.74.41.87,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,91,10.57
47.236.103.153,2083,2083,TRUE,SIN,Asia Pacific,Singapore,40,10.57
8.219.51.49,2053,2053,TRUE,SIN,Asia Pacific,Singapore,83,10.56
47.245.94.144,80,80,FALSE,SIN,Asia Pacific,Singapore,8,10.56
8.219.122.96,2087,2087,TRUE,SIN,Asia Pacific,Singapore,97,10.56
47.74.9.174,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,142,10.56
47.245.30.65,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,77,10.56
47.74.36.154,80,80,FALSE,NRT,Asia Pacific,Tokyo,76,10.56
8.219.151.193,2083,2083,TRUE,SIN,Asia Pacific,Singapore,114,10.55
8.219.175.127,2095,2095,FALSE,SIN,Asia Pacific,Singapore,18,10.55
8.219.215.214,8080,8080,FALSE,SIN,Asia Pacific,Singapore,16,10.55
47.236.96.141,2095,2095,FALSE,SIN,Asia Pacific,Singapore,21,10.55
47.251.74.226,443,443,TRUE,LAX,North America,Los Angeles,172,10.55
8.218.119.115,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,97,10.54
47.74.0.183,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,77,10.54
8.219.151.193,443,443,TRUE,NRT,Asia Pacific,Tokyo,105,10.54
47.74.54.33,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,83,10.54
47.74.10.135,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,175,10.54
47.245.30.208,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,87,10.53
8.219.237.250,2083,2083,TRUE,SIN,Asia Pacific,Singapore,102,10.53
8.218.85.128,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,102,10.53
47.236.174.206,8443,8443,TRUE,SIN,Asia Pacific,Singapore,175,10.53
8.219.179.34,2052,2052,FALSE,SIN,Asia Pacific,Singapore,10,10.53
8.222.144.117,2096,2096,TRUE,SIN,Asia Pacific,Singapore,62,10.53
47.245.52.153,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,89,10.53
47.74.46.84,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,72,10.53
8.219.153.237,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,86,10.52
47.236.144.208,2052,2052,FALSE,SIN,Asia Pacific,Singapore,13,10.52
47.236.79.77,2082,2082,FALSE,SIN,Asia Pacific,Singapore,36,10.52
47.236.104.123,2082,2082,FALSE,SIN,Asia Pacific,Singapore,31,10.52
47.245.12.38,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,206,10.52
8.219.253.114,2087,2087,TRUE,SIN,Asia Pacific,Singapore,38,10.51
47.245.57.109,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,79,10.51
8.222.168.155,8880,8880,FALSE,SIN,Asia Pacific,Singapore,6,10.51
8.218.119.115,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,43,10.51
8.219.215.12,8443,8443,TRUE,SIN,Asia Pacific,Singapore,119,10.51
47.236.148.174,8443,8443,TRUE,SIN,Asia Pacific,Singapore,202,10.5
8.219.101.72,8443,8443,TRUE,SIN,Asia Pacific,Singapore,78,10.5
8.219.193.22,443,443,TRUE,SIN,Asia Pacific,Singapore,127,10.5
47.236.163.95,8080,8080,FALSE,SIN,Asia Pacific,Singapore,62,10.5
8.219.103.65,8443,8443,TRUE,SIN,Asia Pacific,Singapore,190,10.5
8.219.106.156,2053,2053,TRUE,SIN,Asia Pacific,Singapore,107,10.5
47.245.56.121,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,87,10.5
47.91.29.108,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,81,10.49
47.251.74.226,80,80,FALSE,LAX,North America,Los Angeles,183,10.49
8.217.250.222,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,37,10.49
47.236.82.218,2096,2096,TRUE,SIN,Asia Pacific,Singapore,92,10.49
47.236.79.77,80,80,FALSE,SIN,Asia Pacific,Singapore,10,10.49
8.222.227.191,2096,2096,TRUE,SIN,Asia Pacific,Singapore,61,10.49
47.245.12.38,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,173,10.49
8.219.126.3,2083,2083,TRUE,SIN,Asia Pacific,Singapore,81,10.49
8.218.156.91,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,57,10.49
8.219.113.232,2052,2052,FALSE,SIN,Asia Pacific,Singapore,6,10.49
47.236.144.196,2053,2053,TRUE,SIN,Asia Pacific,Singapore,90,10.49
8.219.63.193,8880,8880,FALSE,SIN,Asia Pacific,Singapore,3,10.48
8.219.126.240,8880,8880,FALSE,SIN,Asia Pacific,Singapore,10,10.48
8.219.253.185,2082,2082,FALSE,SIN,Asia Pacific,Singapore,17,10.48
8.219.99.8,2087,2087,TRUE,SIN,Asia Pacific,Singapore,98,10.48
8.219.104.242,2082,2082,FALSE,SIN,Asia Pacific,Singapore,11,10.48
47.245.9.99,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,194,10.48
8.219.210.93,8080,8080,FALSE,SIN,Asia Pacific,Singapore,5,10.48
8.222.138.164,8080,8080,FALSE,SIN,Asia Pacific,Singapore,18,10.47
47.245.33.56,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,83,10.47
8.219.6.157,80,80,FALSE,SIN,Asia Pacific,Singapore,5,10.47
47.245.11.118,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,79,10.47
8.219.248.170,80,80,FALSE,SIN,Asia Pacific,Singapore,8,10.47
8.219.191.40,8443,8443,TRUE,SIN,Asia Pacific,Singapore,46,10.47
8.219.73.188,2086,2086,FALSE,SIN,Asia Pacific,Singapore,5,10.46
47.74.16.255,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,218,10.46
8.219.134.63,2083,2083,TRUE,SIN,Asia Pacific,Singapore,95,10.46
8.219.77.91,2096,2096,TRUE,SIN,Asia Pacific,Singapore,140,10.46
47.74.15.117,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,182,10.46
47.236.114.23,2053,2053,TRUE,SIN,Asia Pacific,Singapore,42,10.46
47.236.11.84,8880,8880,FALSE,SIN,Asia Pacific,Singapore,11,10.46
8.219.42.72,8443,8443,TRUE,SIN,Asia Pacific,Singapore,65,10.46
8.219.0.162,2087,2087,TRUE,SIN,Asia Pacific,Singapore,160,10.45
8.219.134.63,8443,8443,TRUE,SIN,Asia Pacific,Singapore,82,10.45
8.219.201.245,2086,2086,FALSE,SIN,Asia Pacific,Singapore,13,10.45
47.236.175.189,2053,2053,TRUE,SIN,Asia Pacific,Singapore,263,10.45
8.219.163.195,2082,2082,FALSE,SIN,Asia Pacific,Singapore,2,10.44
8.219.213.133,8080,8080,FALSE,SIN,Asia Pacific,Singapore,38,10.44
47.74.23.99,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,82,10.44
47.74.5.150,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,154,10.44
47.236.23.135,8880,8880,FALSE,SIN,Asia Pacific,Singapore,38,10.44
47.236.99.131,80,80,FALSE,SIN,Asia Pacific,Singapore,19,10.44
47.245.37.89,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,156,10.43
8.219.106.15,2086,2086,FALSE,SIN,Asia Pacific,Singapore,28,10.43
8.219.196.24,8443,8443,TRUE,SIN,Asia Pacific,Singapore,267,10.43
47.236.76.199,8443,8443,TRUE,SIN,Asia Pacific,Singapore,100,10.43
47.74.42.111,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,89,10.43
47.245.94.144,8880,8880,FALSE,SIN,Asia Pacific,Singapore,6,10.43
47.74.42.111,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,265,10.42
8.219.126.240,8880,8880,FALSE,SIN,Asia Pacific,Singapore,37,10.42
47.236.94.109,2052,2052,FALSE,SIN,Asia Pacific,Singapore,27,10.42
47.245.126.151,80,80,FALSE,SIN,Asia Pacific,Singapore,4,10.42
47.74.13.239,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,86,10.42
47.74.5.233,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,197,10.42
8.219.78.222,2095,2095,FALSE,SIN,Asia Pacific,Singapore,30,10.42
47.91.16.214,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,76,10.41
8.219.89.201,2053,2053,TRUE,SIN,Asia Pacific,Singapore,91,10.41
8.219.179.34,2082,2082,FALSE,SIN,Asia Pacific,Singapore,45,10.41
8.218.2.181,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,40,10.41
47.74.42.17,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,119,10.41
8.222.137.192,443,443,TRUE,SIN,Asia Pacific,Singapore,117,10.41
8.219.201.174,2096,2096,TRUE,SIN,Asia Pacific,Singapore,142,10.41
47.74.22.171,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,119,10.41
8.219.195.47,2082,2082,FALSE,SIN,Asia Pacific,Singapore,27,10.41
47.245.42.210,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,160,10.41
8.219.186.189,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,10.41
47.74.21.4,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,85,10.41
47.74.27.151,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,87,10.4
47.245.10.156,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,179,10.4
47.74.9.174,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,90,10.4
47.74.42.111,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,193,10.4
8.219.103.65,8880,8880,FALSE,SIN,Asia Pacific,Singapore,11,10.4
8.217.250.5,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,70,10.4
47.236.75.113,2083,2083,TRUE,SIN,Asia Pacific,Singapore,110,10.4
8.219.141.174,443,443,TRUE,SIN,Asia Pacific,Singapore,135,10.4
8.219.5.10,2053,2053,TRUE,SIN,Asia Pacific,Singapore,121,10.4
8.219.6.157,2053,2053,TRUE,SIN,Asia Pacific,Singapore,106,10.4
47.236.104.98,2053,2053,TRUE,SIN,Asia Pacific,Singapore,77,10.39
47.245.10.164,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,205,10.39
8.218.174.118,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,125,10.39
8.218.207.169,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,42,10.39
8.219.124.227,80,80,FALSE,SIN,Asia Pacific,Singapore,5,10.39
8.219.228.193,443,443,TRUE,SIN,Asia Pacific,Singapore,109,10.39
47.236.75.113,2087,2087,TRUE,SIN,Asia Pacific,Singapore,72,10.39
47.236.4.129,2086,2086,FALSE,SIN,Asia Pacific,Singapore,57,10.39
8.219.237.250,8080,8080,FALSE,SIN,Asia Pacific,Singapore,5,10.38
47.236.88.181,2052,2052,FALSE,SIN,Asia Pacific,Singapore,59,10.38
47.245.53.50,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,164,10.38
47.236.180.51,2053,2053,TRUE,SIN,Asia Pacific,Singapore,199,10.38
47.236.149.107,8443,8443,TRUE,SIN,Asia Pacific,Singapore,165,10.37
8.219.178.9,8080,8080,FALSE,SIN,Asia Pacific,Singapore,4,10.37
8.210.66.190,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,59,10.37
8.222.136.247,2083,2083,TRUE,SIN,Asia Pacific,Singapore,48,10.37
47.236.171.112,8443,8443,TRUE,SIN,Asia Pacific,Singapore,162,10.37
8.219.153.44,2086,2086,FALSE,SIN,Asia Pacific,Singapore,11,10.37
8.219.193.202,2083,2083,TRUE,SIN,Asia Pacific,Singapore,171,10.36
47.91.21.107,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,152,10.36
8.219.215.214,2082,2082,FALSE,SIN,Asia Pacific,Singapore,35,10.36
47.236.76.199,2095,2095,FALSE,SIN,Asia Pacific,Singapore,22,10.36
8.222.145.110,2083,2083,TRUE,SIN,Asia Pacific,Singapore,134,10.36
8.219.87.34,2053,2053,TRUE,SIN,Asia Pacific,Singapore,94,10.36
8.219.145.245,2082,2082,FALSE,SIN,Asia Pacific,Singapore,6,10.36
8.219.153.44,80,80,FALSE,SIN,Asia Pacific,Singapore,24,10.36
47.236.15.73,2095,2095,FALSE,SIN,Asia Pacific,Singapore,18,10.35
47.236.87.206,2095,2095,FALSE,SIN,Asia Pacific,Singapore,40,10.35
8.219.106.156,2087,2087,TRUE,SIN,Asia Pacific,Singapore,78,10.35
8.218.85.128,80,80,FALSE,HKG,Asia Pacific,Hong Kong,121,10.35
8.219.170.232,8443,8443,TRUE,SIN,Asia Pacific,Singapore,57,10.35
8.219.70.117,2083,2083,TRUE,SIN,Asia Pacific,Singapore,86,10.35
47.245.31.0,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,155,10.35
47.245.37.29,80,80,FALSE,NRT,Asia Pacific,Tokyo,80,10.34
8.219.56.205,2083,2083,TRUE,SIN,Asia Pacific,Singapore,85,10.34
8.209.212.5,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,127,10.34
8.218.8.142,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,80,10.34
47.74.3.2,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,130,10.34
8.219.159.232,2096,2096,TRUE,SIN,Asia Pacific,Singapore,95,10.34
